"","Variable","Term","Beta","StandardError","Z","P","LRT","Wald","LogRank","HR","HRlower","HRupper"
"1","SLC22A4","X64",-1.06102185098059,0.0935656089781434,-11.3398700929573,8.32679746259519e-30,1.14024569797545e-28,8.32679746259519e-30,6.68107688823294e-32,0.346101964939961,0.288111686184455,0.415764357640849
"2","NXT2","X50",0.783810527490124,0.080891905345698,9.68960397385187,3.33820538417739e-22,1.05930520602877e-19,3.33820538417739e-22,1.53758880162173e-23,2.18980068328983,1.86874168074506,2.5660191999489
"3","NETO2","X45",1.022785090777,0.110909283442692,9.22181677700127,2.92108274375567e-20,5.35835395066196e-21,2.92108274375565e-20,1.92549140951943e-19,2.78092912857857,2.23760677271655,3.45617778444061
"4","HAPLN4","X108",1.04075978215577,0.122202881321148,8.51665501585567,1.64227781705608e-17,9.52307153717782e-21,1.64227781705609e-17,2.54350894187706e-19,2.83136741977024,2.22831687508789,3.59762184425418
"5","CACNA1D","X6",-0.549172498032302,0.062002843457171,-8.85721472454157,8.20384174145206e-19,2.09436982117907e-13,8.203841741452e-19,5.82043203845545e-19,0.577427435074272,0.511352635291296,0.652040137793591
"6","FNBP1","X88",-0.691981580669254,0.0751216152383462,-9.21148431744621,3.21645917980303e-20,3.9120040866539e-16,3.21645917980303e-20,7.25053480832016e-19,0.500583139733128,0.432048581019582,0.579989128059927
"7","CD9","X58",-0.614329830875606,0.0737894501678379,-8.32544258668795,8.40142473824973e-17,6.02264985176621e-14,8.40142473824973e-17,8.41723709449012e-18,0.541003337579982,0.468155629984058,0.625186567301662
"8","RACK1","X76",0.713738117264652,0.0868091485158033,8.22192279808756,2.00266094750891e-16,2.92154392144205e-15,2.00266094750889e-16,1.05859568768552e-17,2.04160878522035,1.7221875474457,2.42027439930744
"9","ZNF732","X24",0.82051452905845,0.0987278842530626,8.31086916595195,9.50036256758185e-17,1.14808492022372e-16,9.50036256758185e-17,2.15061179298851e-17,2.27166837627381,1.87200758834935,2.75665400283594
"10","KCNQ3","X47",-0.589040874623279,0.0737200450628284,-7.99024029517704,1.34675989237123e-15,3.01734838884685e-13,1.34675989237123e-15,1.50482304631026e-16,0.55485920915063,0.48021108665419,0.641111274886008
"11","DEPDC4","X116",0.822848381764728,0.097334888237316,8.45378668087139,2.82004336685352e-17,1.13227976479098e-16,2.8200433668535e-17,3.41952121929975e-16,2.27697630721674,1.88151161891739,2.75556156629507
"12","PPIA","X104",0.649773832567022,0.0825773107799782,7.86867271929334,3.58423464870267e-15,1.53000475146045e-13,3.58423464870266e-15,4.56441050885913e-16,1.91510764504973,1.6289331274662,2.25155792480746
"13","NMRK1","X21",-0.622065665677908,0.0778123326558942,-7.99443538633958,1.3016900139438e-15,2.74726352318241e-13,1.30169001394379e-15,1.24201853692389e-15,0.536834371141119,0.460899605478602,0.625279645746759
"14","TMEM178B","X43",-0.659247229048986,0.0859609977355641,-7.66914352340329,1.73148607045609e-14,4.12329213720415e-13,1.73148607045611e-14,5.68404877754289e-15,0.517240551639599,0.437041252649713,0.612156831050609
"15","OSTF1","X82",-0.606959654279744,0.0796254537069618,-7.62268377789697,2.48455017622909e-14,4.01077689584888e-12,2.48455017622909e-14,2.31952924866751e-14,0.545005357397668,0.466254957301755,0.637056689565501
"16","RIPPLY2","X13",0.655605567719677,0.0867533365344062,7.5571222261828,4.1208470609968e-14,1.61973580026346e-12,4.12084706099677e-14,1.09790471797089e-13,1.92630867459861,1.62510455064996,2.28333931398431
"17","VAT1L","X103",-0.627461060645116,0.0853307767995961,-7.3532796041309,1.93401781340892e-13,9.14090414369644e-12,1.93401781340894e-13,1.77435008588172e-13,0.533945737344374,0.451713879317462,0.631147422034075
"18","VWA7","X111",-0.601479002286121,0.0814495223562976,-7.38468421772907,1.52815639270681e-13,6.93769369118612e-12,1.52815639270681e-13,1.9271856553086e-13,0.548000542382173,0.467144273280959,0.64285192311571
"19","TOX2","X19",-0.565964101865314,0.0795153224758996,-7.11767347779861,1.09764023661467e-12,6.1039900050457e-11,1.09764023661467e-12,2.35896549930033e-13,0.567812453738235,0.485871414096649,0.663572651664791
"20","IGSF10","X41",-0.66983461935661,0.0972982343055382,-6.8843450668712,5.80539980200713e-12,6.38549456662268e-12,5.80539980200711e-12,2.22739306368703e-12,0.511793211478559,0.422935474402744,0.619319747735585
"21","IL11RA","X27",-0.548499874217873,0.0778931053621661,-7.04169992539916,1.89908474587061e-12,1.8982237715015e-10,1.89908474587061e-12,4.41111767374381e-12,0.577815957168165,0.496005851289725,0.673119640605094
"22","HRH3","X79",0.948392111096841,0.13716996070186,6.91399273021721,4.71199332019554e-12,1.47603273152739e-14,4.71199332019556e-12,5.42896041080011e-12,2.58155546608343,1.97297770783018,3.37785297726174
"23","ZNF423","X89",-0.476952608355041,0.0659624323572103,-7.23067041815819,4.80615456102318e-13,2.31114255261794e-09,4.80615456102314e-13,6.95901851593824e-12,0.620671943260815,0.545399568295791,0.706332904433524
"24","B3GAT1","X97",-0.595272198623053,0.0862590255224369,-6.90098450588474,5.16433661323278e-12,6.13130971663197e-11,5.16433661323278e-12,7.10540396706696e-12,0.551412451728231,0.465642651181759,0.652980759278113
"25","DUOX1","X94",-0.569335940916418,0.0856274059099622,-6.64899204718497,2.95106941578767e-11,5.1600777466619e-10,2.95106941578766e-11,4.02338679792513e-11,0.565901105722847,0.478469614061387,0.669309088909571
"26","ZFR2","X32",-0.514878826575205,0.0821344098572344,-6.26873471752174,3.63993635854985e-10,4.26483462348237e-09,3.63993635854985e-10,1.54100427096478e-10,0.597573000198332,0.508719084424957,0.701946322634395
"27","NUDT11","X96",0.693650850570933,0.106443219225768,6.51662788495419,7.1905508337376e-11,7.34908978878358e-11,7.1905508337376e-11,1.58581338910626e-10,2.00100759374805,1.62421719650953,2.46520686940274
"28","PAPPA","X63",-0.591748309087713,0.0927960029299052,-6.37687282214837,1.80740426123678e-10,6.6040008026437e-10,1.80740426123679e-10,1.94246768907433e-10,0.553358995985686,0.461337623168783,0.663735544339636
"29","TMOD1","X37",-0.518447527998899,0.0816969438099191,-6.34598436393349,2.21007682473944e-10,3.51955619162893e-09,2.21007682473944e-10,2.74239732002198e-10,0.595444241293487,0.507341670773394,0.698846290211274
"30","DLG2","X26",-0.374855256451614,0.0602733905414292,-6.21924954087253,4.99538308078437e-10,2.23097191587248e-07,4.99538308078437e-10,5.06390498353974e-10,0.687388766679893,0.610798029867,0.773583563556339
"31","MTMR11","X34",-0.506734185408886,0.0821503424901684,-6.16837581011341,6.89950071710125e-10,1.23282766511915e-08,6.89950071710128e-10,6.70534213222506e-10,0.602459891830637,0.512863322078209,0.707708868307867
"32","SVIL","X66",-0.495649183092377,0.0798677500274974,-6.20587387176591,5.43937912788163e-10,1.18196159995967e-08,5.43937912788163e-10,6.83408167167499e-10,0.609175312590278,0.520905259844763,0.712403175925031
"33","GABRB3","X8",0.737016357234396,0.119452000598132,6.16997918447525,6.82989835987359e-10,9.31476325443165e-11,6.82989835987357e-10,1.00428851801686e-09,2.0896913115271,1.65350080151959,2.64094808630192
"34","HSD17B12","X92",0.64797541821547,0.107257392550995,6.04131242429182,1.52865651007664e-09,7.32113001361692e-10,1.52865651007664e-09,1.5346754349663e-09,1.91166658313113,1.54922497807904,2.35890150027893
"35","PHACTR1","X51",-0.455549735210021,0.0774947636277573,-5.87845828394592,4.14105133836531e-09,7.1088966118322e-08,4.14105133836532e-09,4.45554976387407e-09,0.634099285411636,0.544745437327409,0.738109722831663
"36","SPG7","X65",-0.443079319316108,0.0759098479782885,-5.83691485514286,5.31762525765625e-09,1.38841047930572e-07,5.31762525765625e-09,5.85161736846789e-09,0.642056277603134,0.55329725655319,0.745053872447609
"37","THSD7A","X90",-0.497086371539069,0.0860420041349935,-5.77725236105818,7.59303573280896e-09,3.83392150918659e-08,7.59303573280896e-09,7.18478524017687e-09,0.608300441696772,0.513900505771713,0.720040986947118
"38","SLC6A16","X83",-0.478998388438139,0.081767424536889,-5.85805889265891,4.68308591308025e-09,5.92247406720731e-08,4.68308591308023e-09,7.38808822816827e-09,0.619403482899025,0.527682978219478,0.72706661094508
"39","IQCE","X117",-0.501913941156253,0.0871925414199866,-5.75638618833975,8.59336713312238e-09,2.85969130456174e-08,8.59336713312234e-09,7.57417582206825e-09,0.605370905924765,0.510273622689055,0.718191020356716
"40","TDRP","X54",-0.515418023958407,0.0907806953427985,-5.67761705296625,1.3658406117489e-08,4.89053124646469e-08,1.3658406117489e-08,1.23863228556086e-08,0.597250877252082,0.499901141393388,0.713558303516008
"41","TXNDC5","X31",0.572776792266076,0.0980498352155089,5.84169051388144,5.16737385097317e-09,1.14636236199e-08,5.16737385097317e-09,2.1276103953893e-08,1.77318398519897,1.46316609579412,2.1488889432335
"42","PPIB","X9",0.489335783355637,0.087514439670712,5.59148621869541,2.25134166108277e-08,9.10060140662701e-08,2.25134166108277e-08,2.13541057426237e-08,1.63123236834921,1.37411602501012,1.93645877867595
"43","DENND1C","X110",-0.498359168286732,0.0870949951219578,-5.7220184419195,1.05265878113669e-08,1.22359851841055e-07,1.05265878113668e-08,4.1179101333246e-08,0.607526691390872,0.512188671929635,0.720610784619316
"44","PLXDC1","X101",-0.441035795327382,0.0865517189215033,-5.09563300212873,3.47577894912271e-07,1.87558261653768e-06,3.47577894912271e-07,4.10834177168909e-07,0.643369676532576,0.542984748340406,0.762313383473039
"45","BASP1","X77",-0.446306801789751,0.089550754098469,-4.98384191493236,6.23340133104571e-07,1.94397529423444e-06,6.23340133104571e-07,6.09961213416467e-07,0.639987392660925,0.536964628900921,0.762776243946051
"46","FRMD3","X53",-0.486389731759049,0.0992904809948095,-4.89865420013904,9.64952950124565e-07,8.80053773864509e-07,9.64952950124565e-07,7.56605845588743e-07,0.614842137105385,0.506112906851059,0.746929881540375
"47","TNFSF13B","X33",-0.454412261516357,0.0918768694919264,-4.9458831589412,7.57994162044292e-07,2.16499812113211e-06,7.57994162044292e-07,8.50336844479589e-07,0.634820967037082,0.530207087970084,0.76007595774094
"48","CD38","X59",-0.424387853206085,0.0862839141880811,-4.91850488239334,8.72077424153774e-07,5.03126143861439e-06,8.72077424153776e-07,1.3035641142221e-06,0.654170110724287,0.552389858021995,0.77470382113349
"49","PCDHA4","X98",-0.462128284063503,0.0989506481265755,-4.67029062277953,3.00773909138251e-06,2.57813392126364e-06,3.00773909138251e-06,2.17449484154436e-06,0.629941523299902,0.518887599460385,0.764763550314322
"50","CHRDL1","X29",0.514763586339735,0.110945609699712,4.63978329321011,3.48774720421269e-06,9.51154903370673e-07,3.4877472042127e-06,2.66302749663459e-06,1.67324287756069,1.34623820366664,2.07967781606712
"51","INPP5F","X52",-0.387793145882262,0.0826364056157534,-4.69276395787881,2.6953842241895e-06,1.19427530760185e-05,2.69538422418949e-06,2.73517855088598e-06,0.678552690165999,0.57708972342032,0.79785470897419
"52","NUDT10","X119",0.566242436572468,0.116729870891691,4.85087863326658,1.22915745874867e-06,6.78523412872654e-07,1.22915745874867e-06,3.41174205563667e-06,1.76163514354158,1.40137807772154,2.21450472809337
"53","SNORC","X124",0.484346845958993,0.10422930287411,4.64693548362303,3.36902474607711e-06,2.39186465520711e-06,3.36902474607711e-06,3.67210484372689e-06,1.6231145187433,1.32321074562477,1.99099104180217
"54","PIEZO1","X28",-0.370260743140061,0.080951028565473,-4.57388559109653,4.78761337566481e-06,2.02824039665984e-05,4.78761337566482e-06,4.68279621053346e-06,0.690554249877468,0.589239920096433,0.809288637378457
"55","LRRC4B","X18",-0.310282421587182,0.0671894492099958,-4.61802299669724,3.87413327784951e-06,0.000115403336154342,3.87413327784951e-06,5.25223348996681e-06,0.733239844218626,0.642768068378281,0.836445827973744
"56","COL18A1","X112",-0.401720011323992,0.0894567651991858,-4.49066105206818,7.10024639809073e-06,1.69621517967883e-05,7.10024639809073e-06,6.9229264071565e-06,0.669168078947979,0.56155135462041,0.797408668323161
"57","ITGB5","X61",-0.391775214731373,0.087841996432943,-4.45999898272402,8.19600419543843e-06,2.15409357052641e-05,8.19600419543844e-06,8.3841613153472e-06,0.675856019363804,0.568961582864065,0.80283339449901
"58","PROSER2","X120",-0.445736798027498,0.100456608030603,-4.43710778978035,9.11756433705355e-06,9.74364698475407e-06,9.11756433705355e-06,1.26149512231281e-05,0.640352291869617,0.525908449498235,0.779700455647553
"59","CCDC125","X122",0.463092024366465,0.104284353404091,4.44066640152654,8.96807272863157e-06,7.1233005226027e-06,8.96807272863157e-06,1.30841736966212e-05,1.58897956052555,1.29524316217393,1.94932976100815
"60","PLPP3","X68",-0.389149793529033,0.0898554320885898,-4.33084327217262,1.48539383333447e-05,2.94587108030137e-05,1.48539383333447e-05,1.55380577201872e-05,0.677632757409075,0.568210571643495,0.808126734752001
"61","ITGA11","X11",-0.373605668696464,0.08716297147614,-4.28628880325328,1.81682763435824e-05,4.42891555310233e-05,1.81682763435824e-05,1.62793585212881e-05,0.688248256157689,0.580165452276741,0.816466510105379
"62","FAM220A","X15",-0.39087588624803,0.0922298365978088,-4.23806330648228,2.25456203218742e-05,4.39026675404747e-05,2.25456203218741e-05,2.43177553635187e-05,0.676464109327985,0.564597018289215,0.810496117382072
"63","CFAP251","X40",-0.399426323551268,0.0942179841714073,-4.23938515628404,2.24132820902301e-05,3.69516227246662e-05,2.24132820902301e-05,2.79225507624802e-05,0.670704703182986,0.557612958948908,0.806733042430952
"64","WDR6","X95",-0.390564174530846,0.093230529070292,-4.18923048518128,2.79901996949627e-05,5.12946303372016e-05,2.79901996949627e-05,2.89146564442064e-05,0.676675003984576,0.563666421462382,0.812340497114542
"65","HEBP2","X85",0.429313930191812,0.100913652871632,4.2542700415168,2.09732071663338e-05,2.1811284207063e-05,2.09732071663338e-05,3.05737709952435e-05,1.53620321927848,1.2605231144658,1.87217537214435
"66","GUCA1A","X2",-0.369897119707209,0.0917072621422119,-4.03345505106894,5.49626980068726e-05,8.57532747131175e-05,5.49626980068726e-05,5.1330633034577e-05,0.690805397243146,0.577157520483467,0.826831635946656
"67","NR4A3","X78",-0.402188312007315,0.103255805175845,-3.89506731677106,9.81714613393574e-05,6.84382337694052e-05,9.81714613393573e-05,9.39031853302626e-05,0.668854780444027,0.54631149003016,0.818885792239387
"68","IL4R","X3",-0.364608804075339,0.0939271002241346,-3.88182753651807,0.000103674394828525,0.000175033737587473,0.000103674394828525,0.000124892037190687,0.694468270903576,0.577698866847178,0.834840099174687
"69","CAVIN1","X80",-0.338818549091942,0.0889647893099244,-3.80845671326898,0.000139836819061634,0.000272085575609849,0.000139836819061634,0.000151026988167907,0.712611741406304,0.598585245608863,0.848359523919755
"70","ZNF229","X87",0.410912237918627,0.110741447969604,3.71055504016357,0.000206805325550962,0.000118853084394982,0.000206805325550962,0.000198811113335313,1.50819298859391,1.21392994895855,1.87378694528072
"71","SLITRK4","X42",0.361189416988007,0.102234297146283,3.53295740343572,0.000410938677449727,0.000404056562823949,0.000410938677449727,0.000446952233296489,1.43503525519223,1.17446635279488,1.75341437304191
"72","TNNT1","X20",0.287167758475748,0.0842325164040526,3.40922687265143,0.000651472764735019,0.00148607561328215,0.000651472764735019,0.000629628966993033,1.33264775768097,1.12983890430199,1.57186129747347
"73","HYPK","X44",0.328541490794193,0.0961047802448453,3.41857595384091,0.000629497458711605,0.000855450118705199,0.000629497458711605,0.00066196045457553,1.38894086739227,1.15048038676403,1.67682713700019
"74","FGF23","X102",0.263158659737565,0.0788090911252672,3.33919165898353,0.000840225716772121,0.00192667951528281,0.000840225716772121,0.000722414795456175,1.30103312415124,1.11482303518545,1.51834608427978
"75","SLC7A6","X17",0.312922072538185,0.0930964211384846,3.3612685505139,0.000775853501959087,0.000953374844223362,0.000775853501959087,0.000803583655896998,1.36741496769787,1.13934830881985,1.64113439183577
"76","CNKSR3","X121",-0.307348592348366,0.0926098139501544,-3.31874754131123,0.000904221384749408,0.00126897805262001,0.00090422138474941,0.00088782595270555,0.735394203428403,0.613324884566369,0.881758832952707
"77","CHST5","X109",0.348446998703131,0.104716167775916,3.32753772510832,0.000876171250978006,0.000722581726000504,0.000876171250978006,0.000891107621999672,1.41686544522723,1.15396874223003,1.73965517124794
"78","NEK6","X30",-0.292706750617903,0.0924322171606393,-3.16671783507263,0.0015416982984904,0.00225155360340078,0.00154169829849039,0.00170455646950962,0.746240943309309,0.622587830599208,0.894452988159443
"79","CYP3A5","X7",-0.318669274905153,0.10314038789458,-3.08966527477932,0.00200382183876568,0.00161962885705598,0.00200382183876567,0.00188019558919188,0.7271159850482,0.594032812925416,0.890014228522078
"80","CLDN23","X123",-0.286074415128442,0.092370205794379,-3.09704208914786,0.00195462119331663,0.00269890514070227,0.00195462119331663,0.00207828739575743,0.751206712722875,0.626806942958073,0.900295587947333
"81","SPOCK1","X70",-0.277955740882592,0.0905979462350102,-3.06801370708313,0.00215486733616158,0.00338008163021928,0.00215486733616158,0.00215307455833429,0.757330339545006,0.634115317314143,0.904487287303951
"82","BCAN","X106",-0.275464896961638,0.0929883469596847,-2.96235932746569,0.00305291275166128,0.00404894188807421,0.00305291275166128,0.0033258808492421,0.75921908252287,0.632725431789392,0.911001180459476
"83","FOXE1","X69",0.258671208394145,0.0890647422464173,2.9043053611324,0.00368068980378012,0.00499130989060451,0.00368068980378013,0.00354112703268717,1.29520788133263,1.0877458433673,1.54223844301072
"84","PLPP2","X67",0.259503502359861,0.0909646572590266,2.85279481261509,0.00433365936066061,0.00525493749286373,0.00433365936066061,0.00422212338663185,1.29628632376492,1.08460520049736,1.54928100327145
"85","CHODL","X46",0.304728674719866,0.106561830803669,2.8596418851071,0.00424119646202602,0.00372393033646725,0.00424119646202602,0.00451153563991122,1.35625696627834,1.10061743207315,1.6712736914531
"86","P2RY1","X62",-0.230375979153762,0.0807318731889678,-2.85359387877108,0.00432277536316293,0.0074522934988046,0.00432277536316293,0.00454076369794127,0.794234930582556,0.678000303766542,0.930396522616729
"87","MAP7D2","X39",0.334566020447643,0.118732112399877,2.81782252235908,0.00483505275463108,0.00307874086703475,0.00483505275463108,0.00654341254765798,1.39733383930365,1.10722330730826,1.7634580536512
"88","SH2D3C","X25",-0.259409418353227,0.0964252570372589,-2.69026421420884,0.00713954677275172,0.00812340966266903,0.00713954677275172,0.00718982583791037,0.771507089211594,0.638649524938509,0.932002867709103
"89","PCDHB2","X100",-0.252340863258627,0.0989793688405938,-2.54942889830932,0.0107899510591826,0.00973548611794116,0.0107899510591826,0.0105667732707714,0.77697984904281,0.639968155179309,0.943324571594414
"90","IL20RA","X86",0.246962672126168,0.0968467059208412,2.55003688331977,0.010771152315304,0.0117387489176295,0.0107711523153041,0.0105904493925029,1.28013132730574,1.0588110381843,1.5477135731034
"91","FRAS1","X38",0.265477642563747,0.104518801887004,2.53999890709383,0.0110852815260471,0.0111282967475852,0.0110852815260471,0.0112959438523264,1.30405369859893,1.06249992917535,1.60052344676335
"92","FRMD6","X16",-0.2399199427675,0.0996393901960223,-2.40788248799497,0.0160453447493574,0.0155920937000256,0.0160453447493573,0.0161886858685591,0.786690838836998,0.647129041157356,0.9563509540589
"93","AGTR1","X5",-0.224795561899212,0.0940690082383905,-2.3896878058875,0.016862699956392,0.0185172589145474,0.0168626999563919,0.0169968856696299,0.798679482586693,0.664203015429435,0.960382444955518
"94","SLITRK5","X91",-0.217800516698316,0.0912351326753429,-2.3872439301793,0.0169752238604834,0.0238603449871437,0.0169752238604834,0.0172050889324464,0.804285867265214,0.672590845175404,0.961767114320237
"95","CEBPD","X72",-0.22843893572282,0.0962839245867041,-2.37255530145231,0.0176655184177592,0.0178091698928652,0.0176655184177592,0.0177584099160812,0.795774889139257,0.658920782600029,0.9610528168285
"96","COL5A1","X1",-0.21928588032137,0.0928318441407843,-2.36218382119838,0.0181676313199298,0.0212665631093238,0.0181676313199298,0.0181886599812484,0.80309209710631,0.669494083249709,0.963349688325855
"97","MAP3K4","X74",-0.215331119930927,0.0919355254710996,-2.34219708679011,0.0191705885830256,0.0237078614494024,0.0191705885830256,0.0203921794908858,0.806274422441252,0.673328847938912,0.965469467516344
"98","FLVCR1","X84",0.226255490158237,0.102897231607526,2.19884914903472,0.0278886504012044,0.0268949966341042,0.0278886504012044,0.0283692406128591,1.25389598244047,1.02488521617341,1.53407924123507
"99","SLC7A8","X81",-0.209232535535539,0.0954575896985659,-2.19188999215515,0.0283874508867745,0.0316775454918693,0.0283874508867745,0.0285196702206223,0.811206579353253,0.672787349411871,0.978104173571719
"100","SIX3","X73",0.235427829677228,0.110044452482726,2.13938844135905,0.0324042222738176,0.026564339172041,0.0324042222738176,0.031848928340466,1.26545005002299,1.01994088130612,1.57005553797638
"101","DSC3","X60",-0.200826527538043,0.100588294277903,-1.99651986326764,0.0458773658720722,0.0450035032404014,0.0458773658720722,0.0454377079184475,0.818054329144333,0.671678173543911,0.996329658742491
